"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CLPS","CLPS Incorporation","8","$110.51M","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/clps",
"CMFN","CM Finance Inc","7.12","$96.93M","2014","n/a","n/a","https://www.nasdaq.com/symbol/cmfn",
"CMFNL","CM Finance Inc","25.5095","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmfnl",
"CME","CME Group Inc.","173.91","$62.23B","2002","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cme",
"CMS","CMS Energy Corporation","55.26","$15.68B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","102.8176","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","25.71","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsa",
"CMSC","CMS Energy Corporation","26.31","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsc",
"CMSD","CMS Energy Corporation","26","n/a","2019","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsd",
"CNA","CNA Financial Corporation","45.78","$12.43B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cna",
"CCNE","CNB Financial Corporation","29.33","$446.98M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccne",
"CNF","CNFinance Holdings Limited","5.85","$401.21M","2018","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/cnf",
"CNHI","CNH Industrial N.V.","10.81","$14.63B","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","16.97","$2.71B","n/a","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/cno",
"CEO","CNOOC Limited","176.19","$1.8B","2001","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ceo",
"CNXM","CNX Midstream Partners LP","14.92","$950.86M","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/cnxm",
"CEIX","CNX Resources Corporation","32.92","$908.84M","2017","Energy","Coal Mining","https://www.nasdaq.com/symbol/ceix",
"CNX","CNX Resources Corporation","8.76","$1.71B","1999","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cnx",
"CCB","Coastal Financial Corporation","16.49","$202.23M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/ccb",
"KOF","Coca Cola Femsa S.A.B. de C.V.","64.91","$13.64B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/kof",
"KO","Coca-Cola Company (The)","48.72","$207.85B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/ko",
"COKE","Coca-Cola Consolidated, Inc.","333.9","$3.13B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/coke",
"CCEP","Coca-Cola European Partners plc","54.38","$25.58B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/ccep",
"COCP","Cocrystal Pharma, Inc.","2.59","$81.9M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","15.87","$169.36M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/coda",
"CDXS","Codexis, Inc.","20.43","$1.11B","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","0.9805","$16.68M","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","21.85","$206.65M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cvly",
"CDE","Coeur Mining, Inc.","3.39","$695.33M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/cde",
"JVA","Coffee Holding Co., Inc.","4.89","$27.23M","2005","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","56.49","$2.62B","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","49.02","$8.41B","1989","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","59.25","$33.73B","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","2.96","$118.27M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cwbr",
"COHN","Cohen & Company Inc.","5.8716","$7.16M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cohn",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","12.68","$345.01M","2006","n/a","n/a","https://www.nasdaq.com/symbol/fof",
"INB","Cohen & Steers Global Income Builder, Inc.","8.6","$199.02M","2007","n/a","n/a","https://www.nasdaq.com/symbol/inb",
"CNS","Cohen & Steers Inc","50.4","$2.38B","2004","Finance","Investment Managers","https://www.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","25.27","$2.16B","2004","n/a","n/a","https://www.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","24.42","$704.39M","2012","n/a","n/a","https://www.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","9.48","$254M","2013","n/a","n/a","https://www.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc","13.26","$1.45B","2002","n/a","n/a","https://www.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers REIT and Preferred and Income Fund,","20.94","$996.05M","2003","n/a","n/a","https://www.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","27.8","$333.68M","2010","n/a","n/a","https://www.nasdaq.com/symbol/psf",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","13.66","$357.1M","1993","n/a","n/a","https://www.nasdaq.com/symbol/rfi",
"COHR","Coherent, Inc.","155.49","$3.78B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","16.38","$1.14B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","15.42","$629.4M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/cohu",
"CFX","Colfax Corporation","30.27","$3.56B","2008","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/cfx",
"CFXA","Colfax Corporation","134.46","n/a","2019","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/cfxa",
"CL","Colgate-Palmolive Company","71.95","$61.77B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/cl",
"CLCT","Collectors Universe, Inc.","18.8","$171.99M","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","13.97","$466.21M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/coll",
"CCH","Collier Creek Holdings","9.96","$438.24M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/cch",
"CCH.U","Collier Creek Holdings","n/a","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/cch.u",
"CCH.WS","Collier Creek Holdings","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cch.ws",
"CIGI","Colliers International Group Inc. ","63.11","$2.41B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/cigi",
"CLGN","CollPlant Holdings, Ltd.","5.24","$19.99M","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/clgn",
"CXE","Colonial High Income Municipal Trust","5.16","$162.6M","1989","n/a","n/a","https://www.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.7","$53.23M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","9.43","$85.91M","1989","n/a","n/a","https://www.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.65","$131.69M","1987","n/a","n/a","https://www.nasdaq.com/symbol/cmu",
"CBAN","Colony Bankcorp, Inc.","17.57","$166.9M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cban",
"CLNY","Colony Capital, Inc.","5.26","$2.55B","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/clny",
"CLNY^B","Colony Capital, Inc.","25.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^b",
"CLNY^E","Colony Capital, Inc.","25.1632","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^e",
"CLNY^G","Colony Capital, Inc.","21.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^g",
"CLNY^H","Colony Capital, Inc.","20.59","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^h",
"CLNY^I","Colony Capital, Inc.","20.57","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^i",
"CLNY^J","Colony Capital, Inc.","20.54","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^j",
"CLNC","Colony Credit Real Estate, Inc.","15.92","$2.05B","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/clnc",
"COLB","Columbia Banking System, Inc.","38.04","$2.8B","1992","Finance","Major Banks","https://www.nasdaq.com/symbol/colb",
"CLBK","Columbia Financial, Inc.","15.86","$1.84B","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/clbk",
"CXP","Columbia Property Trust, Inc.","22.56","$2.64B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","21.9","$347.71M","2009","n/a","n/a","https://www.nasdaq.com/symbol/stk",
"COLM","Columbia Sportswear Company","100","$6.83B","1998","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","39.58","$924.39M","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/cmco",
"CCZ","Comcast Corporation","46.91","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/ccz",
"CMCSA","Comcast Corporation","43.29","$196.48B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/cmcsa",
"CMA","Comerica Incorporated","78.14","$12.05B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cma",
"FIX","Comfort Systems USA, Inc.","52.32","$1.93B","1997","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/fix",
"CCNI","Command Center, Inc.","5.52","$25.55M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/ccni",
"CBSH","Commerce Bancshares, Inc.","61.58","$6.84B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","26.32","$2.41B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbshp",
"CMC","Commercial Metals Company","17.69","$2.09B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/cmc",
"CVGI","Commercial Vehicle Group, Inc.","9.09","$284.28M","2004","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","24.25","$4.69B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","2.8","$26.06M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcs",
"CBU","Community Bank System, Inc.","67.26","$3.46B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbu",
"ESXB","Community Bankers Trust Corporation.","8","$177.35M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","10.1414","$75.43M","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cfbi",
"CYH","Community Health Systems, Inc.","3.37","$397.91M","2000","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cyh",
"CHCT","Community Healthcare Trust Incorporated","37.08","$697.73M","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/chct",
"CTBI","Community Trust Bancorp, Inc.","43.33","$769.87M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","10.17","$85.94M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","52.85","$2.43B","2006","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cvlt",
"CIG","Comp En De Mn Cemig ADS","3.67","$5.35B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cig",
"CIG.C","Comp En De Mn Cemig ADS","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cig.c",
"CBD","Companhia Brasileira de Distribuicao","24.15","$6.44B","1997","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/cbd",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","11.86","$8.11B","2002","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","11.21","$3.07B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elp",
"CCU","Compania Cervecerias Unidas, S.A.","27.2","$5.03B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/ccu",
"CODI","Compass Diversified Holdings","16.66","$997.93M","2006","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/codi",
"CODI^A","Compass Diversified Holdings","21.33","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/codi^a",
"CODI^B","Compass Diversified Holdings","22.06","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/codi^b",
"CMP","Compass Minerals International, Inc.","56.41","$1.91B","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/cmp",
"CGEN","Compugen Ltd.","3.49","$209.06M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","26.84","$384.76M","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","4.58","$65.39M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ctg",
"CIX","CompX International Inc.","15.36","$191.01M","1998","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cix",
"SCOR","comScore, Inc.","12.52","$757.77M","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","2.65","$20.43M","2004","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/chci",
"LODE","Comstock Mining, Inc.","0.242","$19.55M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/lode",
"CRK","Comstock Resources, Inc.","6.16","$652.15M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crk",
"CMTL","Comtech Telecommunications Corp.","24.31","$586.5M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/cmtl",
"CAG","ConAgra Brands, Inc.","30.01","$14.58B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/cag",
"CNAT","Conatus Pharmaceuticals Inc.","0.9","$29.85M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","10.65","$253.27M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnce",
"CXO","Concho Resources Inc.","109.49","$21.96B","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cxo",
"CCM","Concord Medical Services Holdings Limited","2.5","$108.41M","2009","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/ccm",
"BBCP","Concrete Pumping Holdings, Inc. ","6.54","$263M","2017","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/bbcp",
"CDOR","Condor Hospitality Trust, Inc.","9.81","$116.92M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cdor",
"CDOR","Condor Hospitality Trust, Inc.","9.81","$116.92M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cdor",
"CNDT","Conduent Incorporated","13.12","$2.76B","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cndt",
"CFMS","ConforMIS, Inc.","2.66","$180.56M","2015","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","4.6775","$39.09M","2015","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cnfr",
"CNFRL","Conifer Holdings, Inc.","20.63","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cnfrl",
"CNMD","CONMED Corporation","82.5","$2.33B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","69.13","$833.74M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","23.14","$820.25M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","25.78","$821.97M","2003","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/conn",
